Date,Year,Decade,Country,Magnitude,Depth_km,Deaths,Population_Density,Urbanization_Rate,Lat,Long
1951-11-24,1951.0,1950.0,Taiwan,7.3,0.0,17.0,,,23.0,122.5
1952-01-03,1952.0,1950.0,Turkey,6.0,,103.0,,,39.9,41.7
1952-03-04,1952.0,1950.0,Japan,8.1,0.0,33.0,,,42.5,143.0
1952-06-11,1952.0,1950.0,Argentina,6.5,25.0,5.0,,,-31.581,-68.467
1952-07-17,1952.0,1950.0,Japan,6.8,64.0,9.0,,,34.4,135.8
1952-07-21,1952.0,1950.0,United States,7.3,10.0,14.0,,,34.949,-119.046
1952-08-17,1952.0,1950.0,China,7.7,10.0,54.0,,,30.797,91.648
1952-08-22,1952.0,1950.0,United States,5.8,16.0,2.0,,,35.333,-118.917
1952-10-22,1952.0,1950.0,Turkey,5.0,,10.0,,,36.5,35.5
1952-11-04,1952.0,1950.0,Russia,9.0,22.2,,,,52.755,160.057
1953-01-25,1953.0,1950.0,Haiti,5.7,,2.0,,,18.4,-73.4
1953-02-12,1953.0,1950.0,Iran,6.4,,973.0,,,35.4,55.1
1953-03-18,1953.0,1950.0,Turkey,7.2,15.0,1200.0,,,40.12,27.621
1953-05-06,1953.0,1950.0,Chile,7.5,68.4,19.0,,,-37.254,-72.92
1953-08-12,1953.0,1950.0,Greece,7.2,15.0,800.0,,,38.046,20.766
1953-09-10,1953.0,1950.0,Cyprus,6.5,,40.0,,,35.0,32.5
1953-09-14,1953.0,1950.0,Fiji,6.8,33.0,8.0,,,-18.3,178.2
1953-12-12,1953.0,1950.0,Peru,7.5,19.0,7.0,,,-3.597,-80.847
1954-02-11,1954.0,1950.0,China,7.1,35.0,47.0,,,38.876,101.212
1954-04-30,1954.0,1950.0,Greece,6.8,25.0,31.0,,,39.187,22.239
1954-07-02,1954.0,1950.0,Philippines,6.8,0.0,22.0,,,13.0,123.9
1954-08-20,1954.0,1950.0,Iran,5.0,,1.0,,,27.5,52.0
1954-09-09,1954.0,1950.0,Algeria,6.7,0.0,1409.0,,,36.2,1.6
1955-03-31,1955.0,1950.0,Philippines,7.7,54.2,465.0,,,7.386,122.878
1955-04-14,1955.0,1950.0,China,7.5,10.0,94.0,,,29.981,101.613
1955-04-15,1955.0,1950.0,China,7.1,35.0,5.0,,,39.816,74.64
1955-04-19,1955.0,1950.0,Chile,6.9,0.0,1.0,,,-29.9,-71.6
1955-04-21,1955.0,1950.0,Greece,6.0,,7.0,,,39.5,23.0
1955-07-16,1955.0,1950.0,Turkey,6.8,0.0,23.0,,,37.6,27.2
1955-09-12,1955.0,1950.0,Egypt,6.7,33.0,20.0,,,32.2,29.6
1955-09-01,1955.0,1950.0,Costa Rica,5.8,,10.0,,,10.0,-84.5
1955-09-23,1955.0,1950.0,China,6.9,0.0,593.0,,,26.6,101.7
1956-01-12,1956.0,1950.0,Hungary,5.8,,2.0,,,47.5,19.3
1956-02-20,1956.0,1950.0,Turkey,5.8,,4.0,,,40.0,30.5
1956-03-16,1956.0,1950.0,Syrian Arab Republic,5.8,,148.0,,,35.5,35.5
1956-06-09,1956.0,1950.0,Afghanistan,7.6,35.0,350.0,,,35.042,67.479
1956-07-09,1956.0,1950.0,Greece,7.8,35.0,53.0,,,36.617,26.026
1956-07-16,1956.0,1950.0,Myanmar,7.1,32.1,38.0,,,21.969,95.802
1956-07-21,1956.0,1950.0,India,6.1,,111.0,,,23.0,70.0
1956-09-29,1956.0,1950.0,Japan,6.9,67.0,1.0,,,35.642,140.31
1956-10-31,1956.0,1950.0,Iran,6.8,35.0,410.0,,,27.283,54.405
1957-02-20,1957.0,1950.0,Tunisia,5.6,,13.0,,,36.2,8.9
1957-02-23,1957.0,1950.0,Taiwan,7.2,56.8,7.0,,,23.917,121.517
1957-03-08,1957.0,1950.0,Greece,6.9,10.0,2.0,,,39.267,22.607
1957-04-25,1957.0,1950.0,Turkey,7.0,63.4,67.0,,,36.387,28.609
1957-05-26,1957.0,1950.0,Turkey,7.2,15.0,500.0,,,40.672,31.042
1957-07-02,1957.0,1950.0,Iran,7.1,35.0,2500.0,,,36.09,52.701
1957-07-28,1957.0,1950.0,Mexico,7.8,37.2,160.0,,,16.881,-99.297
1957-12-04,1957.0,1950.0,Mongolia,8.1,35.0,,,,45.153,99.206
1957-12-13,1957.0,1950.0,Iran,6.8,35.0,3000.0,,,34.278,47.712
1958-01-15,1958.0,1950.0,Peru,7.0,68.6,28.0,,,-16.779,-72.503
1958-01-19,1958.0,1950.0,Ecuador,7.8,35.0,20.0,,,1.054,-79.48
1958-02-07,1958.0,1950.0,China,6.8,14.2,,,,31.577,103.912
1958-03-11,1958.0,1950.0,Japan,7.2,109.9,2.0,,,24.433,124.351
1958-04-14,1958.0,1950.0,Ecuador,6.8,35.0,3.0,,,0.706,-79.575
1958-07-10,1958.0,1950.0,Us Territory Of Alaska,7.3,35.0,5.0,,,58.37,-136.665
1958-08-16,1958.0,1950.0,Iran,6.7,35.0,200.0,,,34.259,47.869
1958-09-04,1958.0,1950.0,Chile,6.8,35.0,7.0,,,-33.785,-70.112
1958-10-20,1958.0,1950.0,Indonesia,6.7,100.0,7.0,,,-9.5,112.5
1959-04-26,1959.0,1950.0,Japan,7.5,126.3,1.0,,,24.687,122.792
1959-05-04,1959.0,1950.0,Russia,8.0,35.0,1.0,,,53.351,159.645
1959-05-24,1959.0,1950.0,Mexico,7.0,69.6,5.0,,,17.45,-97.145
1959-06-14,1959.0,1950.0,Chile,7.5,111.6,1.0,,,-20.369,-68.881
1959-08-15,1959.0,1950.0,Taiwan,7.2,25.0,17.0,,,21.952,120.97
1959-08-18,1959.0,1950.0,United States,7.3,15.0,28.0,,,44.548,-110.636
1959-08-26,1959.0,1950.0,Mexico,6.9,32.4,25.0,,,18.16,-94.417
1959-09-01,1959.0,1950.0,Albania,6.1,11.0,2.0,,,40.9,19.8
1960-01-13,1960.0,1960.0,Peru,7.5,95.4,63.0,,46.811,-15.814,-72.788
1960-01-15,1960.0,1960.0,Peru,6.9,97.2,63.0,,46.811,-14.961,-75.162
1960-02-21,1960.0,1960.0,Algeria,5.6,33.0,47.0,,30.51,36.0,4.1
1960-02-29,1960.0,1960.0,Morocco,5.7,,13100.0,,29.357,30.5,-9.5
1960-04-24,1960.0,1960.0,Iran,6.0,,420.0,,33.735,28.0,54.5
1960-05-22,1960.0,1960.0,Chile,6.8,38.0,,,67.836,-37.963,-73.173
1960-05-22,1960.0,1960.0,Chile,9.5,35.0,6000.0,,67.836,-38.235,-73.047
1960-09-22,1960.0,1960.0,Democratic Republic Of The Congo,6.6,28.0,24.0,,,-3.6,29.0
1960-11-20,1960.0,1960.0,Peru,7.8,52.0,11.0,,46.811,-6.727,-80.606
1961-02-26,1961.0,1960.0,Japan,7.7,49.9,2.0,256.490319061903,64.213,31.632,131.548
1961-06-01,1961.0,1960.0,Ethiopia,6.6,23.9,30.0,,6.65,10.44,39.858
1961-06-11,1961.0,1960.0,Iran,6.8,35.0,61.0,13.5843991748324,34.389,27.865,54.558
1961-08-19,1961.0,1960.0,Japan,6.9,35.0,8.0,256.490319061903,64.213,36.07,136.7
1961-12-20,1961.0,1960.0,Colombia,6.9,162.9,23.0,14.5067174402884,47.702,4.587,-75.542
1962-01-08,1962.0,1960.0,Dominican Republic,6.7,32.6,1.0,72.0334506313393,32.074,18.291,-70.461
1962-05-11,1962.0,1960.0,Mexico,7.3,35.0,4.0,20.1287070140693,52.428,17.171,-99.651
1962-05-19,1962.0,1960.0,Mexico,6.7,35.0,30.0,20.1287070140693,52.428,17.008,-99.764
1962-07-30,1962.0,1960.0,Colombia,6.9,150.0,47.0,14.9608192879676,49.143,5.096,-76.626
1962-08-28,1962.0,1960.0,Greece,6.8,107.7,1.0,65.5409852598914,57.34,37.874,22.737
1962-09-01,1962.0,1960.0,Iran,6.9,17.6,12225.0,14.003233748373,35.051,35.556,49.81
1963-02-13,1963.0,1960.0,Taiwan,7.3,35.0,15.0,,,24.356,122.06
1963-07-16,1963.0,1960.0,Georgia,6.7,35.0,2.0,,44.544,43.163,41.527
1963-09-24,1963.0,1960.0,Peru,6.9,65.3,1.0,8.67351484375,49.632,-10.694,-78.212
1964-01-08,1964.0,1960.0,Indonesia,5.5,60.0,8.0,54.5569583289633,15.543,-3.737,119.419
1964-01-18,1964.0,1960.0,Taiwan,6.4,21.0,107.0,,,23.15,120.656
1964-03-28,1964.0,1960.0,United States,9.2,6.6,131.0,20.9509594975849,71.508,61.017,-147.648
1964-04-02,1964.0,1960.0,Indonesia,5.6,129.2,110.0,54.5569583289633,15.543,5.987,95.404
1964-05-07,1964.0,1960.0,Tanzania,6.3,31.6,4.0,12.5624587943102,5.865,-3.93,35.112
1964-06-14,1964.0,1960.0,Turkey,5.5,10.4,8.0,40.9847225290074,33.68,38.08,38.475
1964-06-16,1964.0,1960.0,Japan,7.5,13.1,26.0,264.25688573766,66.972,38.434,139.226
1964-07-06,1964.0,1960.0,Mexico,7.2,92.7,30.0,21.4882322076185,54.1,18.194,-100.51
1964-10-06,1964.0,1960.0,Turkey,6.0,31.0,23.0,40.9847225290074,33.68,40.25,28.208
1965-01-24,1965.0,1960.0,Indonesia,8.2,28.4,71.0,55.9542993094388,15.789,-2.455,125.965
1965-02-23,1965.0,1960.0,Chile,6.5,38.5,1.0,12.1217889747852,71.696,-25.667,-70.71
1965-03-09,1965.0,1960.0,Greece,5.6,4.7,38.0,66.3330721489527,59.969,39.229,23.825
1965-03-28,1965.0,1960.0,Chile,7.4,69.9,400.0,12.1217889747852,71.696,-32.492,-71.212
1965-03-31,1965.0,1960.0,Greece,6.3,50.3,6.0,66.3330721489527,59.969,38.339,22.299
1965-04-19,1965.0,1960.0,Japan,5.6,38.7,2.0,267.117534769566,67.866,34.842,138.278
1965-04-29,1965.0,1960.0,United States,6.5,65.4,7.0,21.2145265401312,71.879,47.317,-122.335
1965-07-06,1965.0,1960.0,Greece,5.8,23.3,1.0,66.3330721489527,59.969,38.391,22.426
1965-08-23,1965.0,1960.0,Mexico,7.4,10.5,5.0,22.2096643432187,54.931,16.178,-95.846
1965-11-13,1965.0,1960.0,China,7.0,51.6,7.0,76.1787340558677,18.086,43.84,87.755
1966-02-05,1966.0,1960.0,Greece,6.2,21.4,1.0,66.8242901474011,60.833,39.044,21.757
1966-02-05,1966.0,1960.0,China,5.6,9.2,371.0,78.3319575000666,17.915,26.16,103.171
1966-03-07,1966.0,1960.0,China,6.6,7.7,0.0,78.3319575000666,17.915,37.388,114.963
1966-03-12,1966.0,1960.0,Japan,7.4,28.9,7.0,269.569130079084,68.704,24.307,122.695
1966-03-20,1966.0,1960.0,Democratic Republic Of The Congo,7.2,15.0,200.0,,,0.842,29.873
1966-03-22,1966.0,1960.0,China,5.6,17.7,8064.0,78.3319575000666,17.915,37.551,114.991
1966-06-27,1966.0,1960.0,Nepal,6.0,22.7,80.0,79.7811888111888,3.78,29.554,80.854
1966-08-01,1966.0,1960.0,Pakistan,7.0,9.8,2.0,69.632974003736,23.769,30.051,68.629
1966-08-15,1966.0,1960.0,India,5.6,25.0,15.0,168.418515802892,18.977,28.616,78.892
1966-08-19,1966.0,1960.0,Turkey,5.8,17.5,2517.0,43.1086002364773,34.949,39.161,41.58
1966-09-28,1966.0,1960.0,China,5.8,5.5,32.0,78.3319575000666,17.915,27.457,100.089
1966-10-17,1966.0,1960.0,Peru,8.2,20.7,120.0,9.45413828125,52.983,-10.807,-78.684
1966-10-29,1966.0,1960.0,Greece,5.7,11.3,1.0,66.8242901474011,60.833,38.874,21.176
1966-12-28,1966.0,1960.0,Chile,7.7,30.0,4.0,12.3487919820532,72.427,-25.502,-70.655
1967-02-09,1967.0,1960.0,Colombia,7.2,40.4,98.0,17.3371951329428,54.352,2.889,-74.799
1967-02-19,1967.0,1960.0,Indonesia,5.9,97.9,54.0,58.8033545488168,16.293,-9.168,112.946
1967-03-27,1967.0,1960.0,China,5.5,26.8,9.0,80.3717412723351,17.785,38.516,116.601
1967-04-12,1967.0,1960.0,Indonesia,6.1,18.6,14.0,58.8033545488168,16.293,5.084,96.232
1967-05-01,1967.0,1960.0,Greece,5.9,13.0,9.0,67.3707370054306,61.691,39.552,21.291
1967-07-22,1967.0,1960.0,Turkey,7.4,4.2,183.0,44.2425853981783,35.759,40.632,30.74
1967-07-26,1967.0,1960.0,Turkey,5.6,8.7,110.0,44.2425853981783,35.759,39.502,40.408
1967-07-29,1967.0,1960.0,Colombia,5.9,160.9,20.0,17.3371951329428,54.352,6.788,-73.073
1967-07-29,1967.0,1960.0,Venezuela,6.5,23.7,240.0,11.7436800634885,69.005,10.555,-67.31
1967-08-30,1967.0,1960.0,China,7.0,8.1,39.0,80.3717412723351,17.785,31.631,100.232
1967-10-25,1967.0,1960.0,Taiwan,7.0,67.1,2.0,,,24.464,122.221
1967-11-30,1967.0,1960.0,Albania,5.8,36.5,18.0,71.7371532846715,31.374,41.379,20.456
1967-12-10,1967.0,1960.0,India,6.3,10.7,180.0,172.073218327789,19.171,17.394,73.774
1967-12-21,1967.0,1960.0,Chile,7.4,42.5,1.0,12.5736874808347,73.146,-21.864,-69.948
,,,Italy,6.4,,380.0,,,38.0,13.0
1968-02-19,1968.0,1960.0,Greece,7.2,8.1,20.0,67.8104344453064,62.543,39.372,24.946
1968-04-01,1968.0,1960.0,Japan,7.5,30.2,1.0,275.459503681484,70.316,32.482,132.192
1968-05-16,1968.0,1960.0,Japan,8.3,25.8,52.0,275.459503681484,70.316,40.903,143.346
1968-05-23,1968.0,1960.0,New Zealand,7.2,46.7,3.0,10.4367475599104,80.277,-41.743,172.123
1968-06-19,1968.0,1960.0,Peru,6.9,15.6,46.0,10.00311953125,55.207,-5.558,-77.151
1968-07-02,1968.0,1960.0,Mexico,5.7,58.3,1.0,24.5213626893696,57.411,17.515,-100.259
1968-08-01,1968.0,1960.0,Philippines,7.7,52.2,271.0,119.487500838195,32.403,16.384,122.078
1968-08-02,1968.0,1960.0,Mexico,7.3,49.8,18.0,24.5213626893696,57.411,16.494,-97.771
1968-08-14,1968.0,1960.0,Indonesia,7.3,18.8,392.0,60.4172104859321,16.549,0.058,119.69
1968-08-31,1968.0,1960.0,Iran,7.2,12.3,15000.0,16.8455702497606,39.437,34.045,58.96
1968-09-01,1968.0,1960.0,Iran,6.3,8.8,10000.0,16.8455702497606,39.437,34.072,58.212
1968-09-03,1968.0,1960.0,Turkey,5.7,4.9,29.0,45.3746397619635,36.577,41.771,32.452
1968-09-20,1968.0,1960.0,Venezuela,6.2,102.6,3.0,12.1280312907432,69.973,10.731,-62.719
1968-09-25,1968.0,1960.0,Mexico,5.8,122.4,48.0,24.5213626893696,57.411,15.551,-92.66
1969-02-11,1969.0,1960.0,China,7.1,13.1,2.0,84.7894975101856,17.528,41.426,79.239
1969-02-23,1969.0,1960.0,Indonesia,5.9,60.6,600.0,62.1105665251688,16.809,-3.179,118.799
1969-02-28,1969.0,1960.0,Portugal,7.8,32.5,13.0,95.7126229508197,38.414,35.923,-10.568
1969-03-28,1969.0,1960.0,Turkey,6.4,9.3,53.0,46.4999727141614,37.401,38.535,28.467
1969-03-29,1969.0,1960.0,Ethiopia,6.3,12.0,40.0,,8.422,11.939,41.219
1969-03-31,1969.0,1960.0,Egypt,6.8,3.5,2.0,33.9661610326988,41.117,27.511,33.936
1969-07-18,1969.0,1960.0,China,7.2,12.0,10.0,84.7894975101856,17.528,38.421,119.453
1969-07-25,1969.0,1960.0,China,5.9,3.4,3000.0,84.7894975101856,17.528,21.612,111.809
1969-09-09,1969.0,1960.0,Japan,6.0,7.5,1.0,278.753749659122,71.102,35.786,137.093
1969-09-29,1969.0,1960.0,South Africa,6.3,15.0,12.0,17.8178667699841,47.704,-33.19,19.336
1969-10-01,1969.0,1960.0,Peru,6.2,6.5,150.0,10.28653671875,56.309,-11.835,-75.195
1969-10-02,1969.0,1960.0,United States,5.7,15.0,1.0,22.1288224863958,73.333,38.3,-122.764
1969-10-26,1969.0,1960.0,Bosnia And Herzegovina,5.6,15.0,20.0,,26.283,44.807,17.353
1969-10-27,1969.0,1960.0,Bosnia And Herzegovina,6.1,15.0,9.0,,26.283,44.837,17.234
1970-01-04,1970.0,1970.0,China,7.2,14.0,15621.0,87.1637419114318,17.4,24.147,102.462
1970-01-20,1970.0,1970.0,Japan,6.4,34.9,1.0,281.982547041178,71.877,42.523,143.024
1970-02-05,1970.0,1970.0,Philippines,6.6,7.7,3.0,126.138952591699,32.979,12.6,122.058
1970-03-28,1970.0,1970.0,Turkey,7.4,24.2,1086.0,47.605297350675,38.234,39.172,29.55
1970-04-07,1970.0,1970.0,Philippines,7.2,28.3,15.0,126.138952591699,32.979,15.772,121.659
1970-05-14,1970.0,1970.0,Russi,5.5,13.2,,,,43.079,47.08
1970-05-14,1970.0,1970.0,Russia,6.5,12.7,,,62.471,43.102,47.071
1970-05-31,1970.0,1970.0,Peru,7.9,73.0,70000.0,10.54784140625,57.406,-9.248,-78.84
1970-06-05,1970.0,1970.0,Kyrgyzstan,6.6,4.0,,,,42.492,78.719
1970-07-30,1970.0,1970.0,Iran,6.6,10.9,220.0,17.8940420933716,41.212,37.836,55.887
1970-07-31,1970.0,1970.0,Colombia,8.0,644.6,1.0,18.75780261379,56.635,-1.486,-72.563
1970-10-31,1970.0,1970.0,Papua New Guinea,7.3,8.1,15.0,5.53289758424237,9.796,-4.907,145.471
1970-11-14,1970.0,1970.0,Taiwan,6.1,27.6,2.0,,,22.839,121.363
1970-12-10,1970.0,1970.0,Peru,7.1,20.1,81.0,10.54784140625,57.406,-4.079,-80.662
1971-02-09,1971.0,1970.0,United States,6.7,6.4,65.0,22.6729890729952,73.613,34.401,-118.392
1971-04-03,1971.0,1970.0,China,5.6,15.0,1.0,89.5912443746172,17.292,32.178,95.028
1971-04-12,1971.0,1970.0,Iran,5.9,5.6,1.0,18.4367684618974,42.11,28.264,55.608
1971-04-28,1971.0,1970.0,China,6.3,8.0,2.0,89.5912443746172,17.292,22.953,100.993
1971-05-12,1971.0,1970.0,Turkey,5.9,28.8,100.0,48.748893624209,38.945,37.555,29.746
1971-05-22,1971.0,1970.0,Turkey,6.7,3.6,1000.0,48.748893624209,38.945,38.868,40.542
1971-06-17,1971.0,1970.0,Chile,7.2,90.1,1.0,13.4623674569487,75.883,-25.423,-69.052
1971-07-09,1971.0,1970.0,Chile,7.8,59.0,85.0,13.4623674569487,75.883,-32.558,-71.085
1971-07-14,1971.0,1970.0,Papua New Guinea,8.0,44.5,2.0,5.66713995495297,11.078,-5.519,153.906
1971-07-26,1971.0,1970.0,China,5.8,41.1,1.0,89.5912443746172,17.292,39.848,77.246
1971-07-27,1971.0,1970.0,Ecuador,7.3,94.5,1.0,22.9015026730241,39.813,-2.825,-77.362
1971-08-16,1971.0,1970.0,China,5.5,22.7,10.0,89.5912443746172,17.292,28.879,103.672
1971-10-12,1971.0,1970.0,Guatemala,5.7,35.5,2.0,51.6830440462859,35.861,15.797,-91.137
1971-10-15,1971.0,1970.0,Peru,5.7,80.0,14.0,10.81098984375,58.496,-14.183,-73.399
1971-10-27,1971.0,1970.0,Vanuatu,6.3,60.9,1.0,7.28974569319114,12.533,-15.578,167.32
1972-01-25,1972.0,1970.0,Taiwan,7.5,10.1,1.0,,,22.549,122.325
1972-03-20,1972.0,1970.0,Peru,6.9,49.8,7.0,11.10167734375,59.547,-6.81,-76.78
1972-04-10,1972.0,1970.0,Iran,6.7,6.0,5057.0,18.984490655468,43.014,28.408,52.789
1972-04-24,1972.0,1970.0,Taiwan,6.9,21.0,5.0,,,23.604,121.534
1972-06-24,1972.0,1970.0,Afghanistan,6.1,31.1,11.0,18.1741042270365,12.41,36.255,69.684
1972-09-03,1972.0,1970.0,Pakistan,6.2,32.9,100.0,82.4813122665006,25.353,35.949,73.321
1972-12-23,1972.0,1970.0,Nicaragua,6.2,7.3,10000.0,21.3858899783945,48.063,12.347,-86.128
1973-01-30,1973.0,1970.0,Mexico,7.5,37.2,56.0,28.6361706834024,61.279,18.455,-102.96
1973-02-06,1973.0,1970.0,China,7.7,10.0,2199.0,93.9408302931856,17.184,31.353,100.545
1973-03-17,1973.0,1970.0,Philippines,7.5,44.3,15.0,135.110921101164,34.533,13.415,122.804
1973-04-14,1973.0,1970.0,Costa Rica,6.5,30.3,26.0,38.9413043478261,40.655,10.673,-84.86
1973-04-24,1973.0,1970.0,Colombia,6.6,28.8,1.0,20.1220135196034,58.89,4.907,-78.114
1973-08-16,1973.0,1970.0,China,6.4,6.4,1.0,93.9408302931856,17.184,23.003,101.078
1973-08-28,1973.0,1970.0,Mexico,7.2,80.6,600.0,28.6361706834024,61.279,18.233,-96.608
1973-11-11,1973.0,1970.0,Iran,5.5,2.0,1.0,19.5485142071269,43.92,30.535,52.951
1973-11-23,1973.0,1970.0,Portugal,5.2,18.5,1.0,94.3508196721312,39.985,38.486,-28.329
1973-11-24,1973.0,1970.0,Algeria,5.1,33.1,4.0,6.20183017457825,39.997,36.201,4.473
1974-01-05,1974.0,1970.0,Peru,6.6,91.9,10.0,11.68480625,60.827,-12.351,-76.307
1974-02-01,1974.0,1970.0,Turkey,5.4,11.9,2.0,52.2461884282058,40.92,38.54,27.263
1974-04-22,1974.0,1970.0,China,5.5,14.2,8.0,95.9017921337843,17.292,31.533,119.28
1974-05-08,1974.0,1970.0,Japan,6.7,11.3,30.0,300.496453900709,74.975,34.57,138.771
1974-05-10,1974.0,1970.0,China,6.8,10.2,1541.0,95.9017921337843,17.292,28.195,104.007
1974-06-12,1974.0,1970.0,Venezuela,6.5,7.9,5.0,14.5517272263477,75.063,10.509,-63.429
1974-07-13,1974.0,1970.0,Panama,7.3,3.8,11.0,22.7054882970137,48.759,7.737,-77.631
1974-08-03,1974.0,1970.0,Japan,5.6,51.4,2.0,300.496453900709,74.975,36.016,139.901
1974-10-02,1974.0,1970.0,Peru,5.7,20.5,78.0,11.68480625,60.827,-5.882,-81.019
1974-10-03,1974.0,1970.0,Peru,8.1,33.5,78.0,11.68480625,60.827,-12.254,-77.523
1974-12-28,1974.0,1970.0,Pakistan,6.2,12.5,5300.0,87.4526346513076,26.005,35.026,72.898
1975-01-19,1975.0,1970.0,India,6.8,5.0,47.0,205.607288804281,21.332,32.373,78.474
1975-02-04,1975.0,1970.0,China,7.0,8.0,10000.0,97.6108433414108,17.4,40.667,122.646
1975-02-09,1975.0,1970.0,Indonesia,5.6,15.0,1.0,72.778776420453,19.317,-6.774,106.634
1975-03-07,1975.0,1970.0,Iran,6.1,11.0,7.0,20.7538084186743,45.747,27.477,56.224
1975-03-13,1975.0,1970.0,Chile,6.9,31.3,2.0,14.3525214785645,78.386,-29.91,-71.393
1975-04-05,1975.0,1970.0,Venezuela,6.3,22.4,3.0,14.9831551499348,75.786,10.065,-69.666
1975-07-08,1975.0,1970.0,Myanmar,6.5,117.6,1.0,46.1740138323592,23.922,21.452,94.598
1975-07-11,1975.0,1970.0,Algeria,4.3,33.0,1.0,6.58283271893658,40.33,36.32,5.241
1975-07-19,1975.0,1970.0,India,5.3,12.8,2.0,205.607288804281,21.332,31.937,78.605
1975-09-06,1975.0,1970.0,Turkey,6.7,39.6,2385.0,53.3413796239752,41.586,38.515,40.768
1975-10-31,1975.0,1970.0,Philippines,7.6,52.5,1.0,141.264466579468,35.56,12.535,125.997
1975-11-05,1975.0,1970.0,Mexico,5.0,12.0,1.0,30.3415211296587,62.759,16.9,-92.818
1975-11-29,1975.0,1970.0,United States Minor Outlying Islands,7.2,2.1,2.0,,,19.452,-155.034
1975-12-30,1975.0,1970.0,Turkey,4.6,31.8,3.0,53.3413796239752,41.586,38.595,40.526
1975-12-31,1975.0,1970.0,Greece,5.5,15.0,1.0,70.1826299456943,66.94,38.526,21.714
1976-01-13,1976.0,1970.0,Iceland,6.3,15.0,1.0,2.19604987531172,87.002,66.226,-16.578
1976-02-04,1976.0,1970.0,Guatemala,7.5,12.3,23000.0,58.4397536394177,37.443,15.296,-89.145
1976-02-04,1976.0,1970.0,Guatemala,5.4,60.4,,58.4397536394177,37.443,14.812,-90.469
1976-02-19,1976.0,1970.0,Cuba,5.9,21.1,1.0,89.1177094972067,65.018,19.864,-76.899
1976-03-13,1976.0,1970.0,Guatemala,5.4,15.0,4.0,58.4397536394177,37.443,14.725,-91.006
1976-03-19,1976.0,1970.0,Afghanistan,5.6,18.2,50.0,20.0233828557411,14.074,36.587,67.758
1976-03-25,1976.0,1970.0,Turkey,4.8,35.0,2.0,54.4417239452724,42.087,40.939,42.954
1976-04-02,1976.0,1970.0,Turkey,4.6,25.0,4.0,54.4417239452724,42.087,39.801,43.689
1976-04-05,1976.0,1970.0,China,5.5,7.0,28.0,99.132958751631,17.46,40.23,112.222
1976-04-09,1976.0,1970.0,Ecuador,6.6,17.0,10.0,26.4445600346771,43.276,0.85,-79.564
1976-04-29,1976.0,1970.0,Turkey,5.5,35.0,4.0,54.4417239452724,42.087,40.935,42.875
1976-05-06,1976.0,1970.0,Italy,6.5,20.7,965.0,189.44700962225,65.844,46.385,13.266
1976-05-15,1976.0,1970.0,Peru,6.7,19.0,5.0,12.27875703125,62.093,-11.66,-74.419
1976-05-17,1976.0,1970.0,Uzbekistan,6.7,14.8,6.0,,39.568,40.373,63.428
1976-05-29,1976.0,1970.0,China 1976 Longling Earthquakes ),6.7,6.5,98.0,,,24.501,98.93
1976-05-29,1976.0,1970.0,China 1976 Longling Earthquakes ),6.6,7.6,,,,24.581,98.61
1976-06-25,1976.0,1970.0,Indonesia,7.1,15.0,7422.0,74.6168544411753,19.853,-4.531,140.109
1976-07-09,1976.0,1970.0,Turkey,4.2,33.0,1.0,54.4417239452724,42.087,38.327,40.463
1976-07-14,1976.0,1970.0,Indonesia,6.5,24.8,573.0,74.6168544411753,19.853,-8.228,114.774
1976-07-21,1976.0,1970.0,China,6.1,4.3,11.0,99.132958751631,17.46,24.768,98.667
1976-07-27,1976.0,1970.0,China,7.6,16.7,655237.0,99.132958751631,17.46,39.605,117.888
1976-07-28,1976.0,1970.0,China,7.0,18.2,,99.132958751631,17.46,39.723,118.359
1976-08-16,1976.0,1970.0,China,6.7,10.7,0.0,99.132958751631,17.46,32.753,104.088
1976-08-16,1976.0,1970.0,Philippines,8.0,57.9,8000.0,144.888781567562,35.917,6.292,124.089
1976-08-17,1976.0,1970.0,Philippines,7.1,20.2,,144.888781567562,35.917,7.259,122.96
1976-08-19,1976.0,1970.0,Turkey,5.0,11.7,4.0,54.4417239452724,42.087,37.743,29.015
1976-08-23,1976.0,1970.0,China,6.4,7.9,41.0,99.132958751631,17.46,32.481,104.182
1976-09-11,1976.0,1970.0,Italy,5.5,4.2,5.0,189.44700962225,65.844,46.339,13.181
1976-09-15,1976.0,1970.0,Italy,6.0,0.9,11.0,189.44700962225,65.844,46.314,13.206
1976-09-15,1976.0,1970.0,Italy,5.9,9.7,2.0,189.44700962225,65.844,46.354,13.087
1976-10-06,1976.0,1970.0,Ecuador,5.7,4.7,9.0,26.4445600346771,43.276,-0.726,-78.732
1976-10-29,1976.0,1970.0,Indonesia,6.8,15.0,6000.0,74.6168544411753,19.853,-4.475,139.991
1976-11-06,1976.0,1970.0,China,6.3,7.7,33.0,99.132958751631,17.46,27.554,101.021
1976-11-07,1976.0,1970.0,Iran,6.0,6.5,17.0,21.3888301529998,46.666,33.82,59.18
1976-11-24,1976.0,1970.0,Turkey,7.0,8.9,5000.0,54.4417239452724,42.087,39.082,44.031
1976-11-30,1976.0,1970.0,Chile,7.5,133.7,1.0,14.5767108880317,78.982,-20.472,-68.896
1976-12-08,1976.0,1970.0,South Africa,5.2,10.0,4.0,21.7588554847538,48.169,-27.979,26.677
1976-12-13,1976.0,1970.0,China,5.9,3.4,2.0,99.132958751631,17.46,27.336,101.024
