Date,Year,Decade,Country,Magnitude,Depth_km,Deaths,Population_Density,Urbanization_Rate,Lat,Long
2005-10-27,2005.0,2000.0,China,4.2,10.0,1.0,138.867766063821,42.522,23.604,107.798
2005-11-08,2005.0,2000.0,Vietnam,5.3,14.7,1.0,,,9.973,108.226
2005-11-26,2005.0,2000.0,China,5.2,10.5,16.0,138.867766063821,42.522,29.714,115.663
2005-11-27,2005.0,2000.0,"Iran, 2005 Qeshm Earthquake",5.9,18.4,13.0,,,26.786,55.833
2005-12-05,2005.0,2000.0,Tanzania,6.8,20.0,6.0,44.2335470760894,24.845,-6.246,29.789
2005-12-12,2005.0,2000.0,Afghanistan,6.5,223.8,5.0,37.4171181945019,22.703,36.285,71.12
2005-12-14,2005.0,2000.0,India,5.1,35.5,1.0,388.36277600826,29.235,30.46,79.201
2006-02-14,2006.0,2000.0,India,5.3,30.0,2.0,394.485011048739,29.569,27.382,88.388
2006-02-22,2006.0,2000.0,Mozambique,7.0,11.0,4.0,26.4338958264452,30.182,-21.324,33.583
2006-03-10,2006.0,2000.0,Pakistan,4.9,10.0,1.0,233.087756849315,34.184,33.129,73.887
2006-03-14,2006.0,2000.0,Indonesia,6.7,30.0,4.0,124.606809305259,46.738,-3.595,127.214
2006-03-20,2006.0,2000.0,Algeria,5.2,10.0,4.0,14.1172025493967,64.593,36.623,5.328
2006-03-25,2006.0,2000.0,Iran,5.9,18.0,1.0,45.0605043100273,68.239,27.574,55.685
2006-03-31,2006.0,2000.0,Iran,6.1,7.0,70.0,45.0605043100273,68.239,33.5,48.78
2006-04-25,2006.0,2000.0,Australia,2.2,4.0,1.0,2.66208895773401,84.7,-41.164,146.863
2006-05-26,2006.0,2000.0,Indonesia,6.4,12.0,5749.0,124.606809305259,46.738,-7.961,110.446
2006-06-03,2006.0,2000.0,Iran,5.1,12.0,2.0,45.0605043100273,68.239,26.759,55.843
2006-07-17,2006.0,2000.0,Indonesia,7.7,34.0,730.0,124.606809305259,46.738,-9.254,107.411
2006-07-22,2006.0,2000.0,China,4.9,55.0,22.0,139.645342881819,43.868,27.995,104.138
2006-07-29,2006.0,2000.0,Tajikistan,5.6,34.0,3.0,50.425593026579,26.512,37.255,68.828
2006-08-25,2006.0,2000.0,China,5.0,21.0,1.0,139.645342881819,43.868,28.012,104.151
2006-09-29,2006.0,2000.0,Venezuela,5.5,52.0,1.0,30.8652411994785,87.98,10.814,-61.758
2006-12-01,2006.0,2000.0,Indonesia,6.3,43.0,1.0,124.606809305259,46.738,-8.251,118.777
2006-12-17,2006.0,2000.0,Indonesia,5.8,30.0,7.0,124.606809305259,46.738,0.626,99.859
2006-12-26,2006.0,2000.0,Taiwan,7.0,10.0,2.0,,,21.799,120.547
2007-01-21,2007.0,2000.0,Indonesia,7.5,22.0,4.0,126.263615441442,47.535,1.065,126.282
2007-03-06,2007.0,2000.0,Indonesia,6.4,19.3,67.0,126.263615441442,47.535,-0.48,100.47
2007-03-25,2007.0,2000.0,Japan,6.7,8.0,1.0,351.168724279835,88.146,37.34,136.54
2007-04-01,2007.0,2000.0,Solomon Islands,8.1,10.0,54.0,17.8690961057521,18.694,-8.43,157.06
2007-04-21,2007.0,2000.0,Chile,6.2,36.7,10.0,22.4221432298812,86.9,-45.24,-72.67
2007-06-02,2007.0,2000.0,China,6.1,5.0,3.0,140.376588050196,45.199,23.02,101.01
2007-07-16,2007.0,2000.0,Japan,6.6,12.0,9.0,351.168724279835,88.146,37.52,138.46
2007-07-21,2007.0,2000.0,Tajikistan,5.2,10.0,12.0,51.4038082309231,26.514,38.936,70.485
2007-08-02,2007.0,2000.0,Russia,6.2,5.0,2.0,8.71946397976766,73.553,47.11,141.81
2007-08-15,2007.0,2000.0,Peru,8.0,39.0,519.0,22.28960859375,75.803,-13.38,-76.61
2007-09-12,2007.0,2000.0,Indonesia,8.5,34.0,25.0,126.263615441442,47.535,-4.44,101.37
2007-09-12,2007.0,2000.0,Indonesia,7.9,37.3,,126.263615441442,47.535,-2.66,100.83
2007-09-13,2007.0,2000.0,Indonesia,7.1,27.0,,126.263615441442,47.535,-2.15,99.61
2007-10-26,2007.0,2000.0,Pakistan,5.2,10.0,1.0,239.328080894562,34.387,35.304,76.753
2007-11-06,2007.0,2000.0,India,5.1,10.0,1.0,400.470881780175,29.906,21.181,70.724
2007-11-07,2007.0,2000.0,Philippines,5.3,71.0,1.0,305.447174430694,45.54,9.721,124.647
2007-11-14,2007.0,2000.0,Chile,7.7,40.0,2.0,22.4221432298812,86.9,-22.247,-69.89
2007-11-25,2007.0,2000.0,Indonesia,6.5,20.0,3.0,126.263615441442,47.535,-8.292,118.37
2007-11-29,2007.0,2000.0,Martinique,7.4,156.0,1.0,,,14.944,-61.274
2007-12-09,2007.0,2000.0,Brazil,4.9,10.0,1.0,22.5591243984906,83.448,-15.048,-44.231
2007-12-20,2007.0,2000.0,New Zealand,6.6,20.0,1.0,16.0411682047776,86.34,-39.011,178.291
2008-01-09,2008.0,2000.0,Algeria,4.6,10.0,1.0,14.6182878903659,66.097,35.616,-0.57
2008-01-22,2008.0,2000.0,Indonesia,6.2,20.0,1.0,127.912368929422,48.335,1.011,97.442
2008-02-03,2008.0,2000.0,Democratic Republic Of The Congo,5.9,10.0,44.0,,,-2.296,28.9
2008-02-06,2008.0,2000.0,India,4.3,10.0,1.0,406.274393496547,30.246,23.433,87.111
2008-02-14,2008.0,2000.0,Rwanda,5.3,10.0,1.0,397.416659910823,16.925,-2.404,28.918
2008-02-20,2008.0,2000.0,Indonesia,7.3,26.0,3.0,127.912368929422,48.335,2.768,95.964
2008-05-12,2008.0,2000.0,China,7.9,19.0,88287.0,141.097705219827,46.539,31.002,103.322
2008-05-24,2008.0,2000.0,Colombia,5.9,8.0,6.0,39.4401153672826,77.204,4.33,-73.764
2008-05-25,2008.0,2000.0,China,6.1,18.0,8.0,141.097705219827,46.539,32.56,105.423
2008-06-06,2008.0,2000.0,Algeria,5.5,4.0,1.0,14.6182878903659,66.097,35.883,-0.658
2008-06-08,2008.0,2000.0,Greece,6.4,16.0,2.0,85.9413576415826,75.568,37.963,21.525
2008-06-13,2008.0,2000.0,Japan,6.9,7.0,13.0,351.338820301783,89.103,39.03,140.881
2008-06-17,2008.0,2000.0,China,4.8,10.0,2.0,141.097705219827,46.539,32.761,105.554
2008-07-15,2008.0,2000.0,Greece,6.4,68.0,,85.9413576415826,75.568,35.983,27.785
2008-08-21,2008.0,2000.0,China,5.9,,,141.097705219827,46.539,25.1,97.9
2008-08-30,2008.0,2000.0,China,5.7,10.0,41.0,141.097705219827,46.539,26.0,101.9
2008-10-05,2008.0,2000.0,Kyrgyzstan,6.9,27.6,,,,39.515,73.768
2009-01-08,2009.0,2000.0,Costa Rica,6.1,48.0,34.0,88.1275166470819,70.575,10.3962,-84.0281
2009-04-06,2009.0,2000.0,Italy,6.2,8.8,295.0,199.836888522173,68.209,42.334,13.334
2010-01-12,2010.0,2010.0,Haiti,7.0,13.0,,355.70732946299,47.509,18.457,-72.533
2010-02-27,2010.0,2010.0,Chile,8.8,35.0,,23.107901206673,87.074,-35.846,-72.719
2011-03-11,2011.0,2010.0,Japan,9.0,24.4,,350.707818930041,91.069,38.322,142.369
2011-04-07,2011.0,2010.0,Japan,7.1,66.0,,350.707818930041,91.069,38.2,140.0
2011-09-18,2011.0,2010.0,India,6.9,19.7,,424.199245255096,31.276,27.723,88.064
2011-09-23,2011.0,2010.0,Turkey,7.1,7.2,,96.4406649948677,71.402,38.6,43.5
2015-04-25,2015.0,2010.0,Nepal,7.8,8.2,8964.0,194.095772584583,18.557,28.23,84.731
2018-09-28,2018.0,2010.0,Indonesia,7.5,20.0,,143.781152680745,55.325,0.178,119.84
2020-10-30,2020.0,2020.0,"Turkey, Greece",7.0,21.0,118.0,,,37.918,26.79
,,,Croatia,6.4,10.0,7.0,,,45.4002,16.2187
2022-06-21,2022.0,2020.0,"Afghanistan, Pakistan",6.2,10.0,1000.0,,,33.092,69.514
2023-02-06,2023.0,2020.0,"Turkey, Syria",7.8,17.9,53560.0,,,37.166,37.062
